F452;Time-series 9 (glnK mutant in F134 medium);;;;;;;;;;;;;;;;;;
17.03.2010 12:11:45 ;45,16;6,99;50;742;;;;;;;;;;;;;;;
17.03.2010 12:17:04 ;45,24;7,01;49,7;749;;;;;;;;;;;;;;;
17.03.2010 12:22:23 ;45,33;7,05;50,8;732;;;;;;;;;;;;;;;
17.03.2010 12:27:42 ;45,42;7,01;49,8;721;;;;;;;;;;;;;;;
17.03.2010 12:33:02 ;45,51;7,01;50,2;715;24,9;;;;;;;;;;;;;;
17.03.2010 12:38:21 ;45,6;7,02;50,1;714;24,9;;;;;;;;;;;;;;
17.03.2010 12:43:40 ;45,69;7,02;49,8;716;24,9;;;;;;;;;;;;;;
17.03.2010 12:48:59 ;45,78;7,02;50,2;713;25,4;;;;;;;;;;;;;;
17.03.2010 12:54:19 ;45,87;7,01;49,8;717;25,4;;;;;;;;;;;;;;
17.03.2010 12:59:38 ;45,95;7,03;49,9;715;25,3;;;;;;;;;;;;;;
17.03.2010 13:04:57 ;46,04;7,01;50,5;715;25,6;;;;;;;;;;;;;;
17.03.2010 13:10:16 ;46,13;7;50,2;747;25,6;;;;;;;;;;;;;;
17.03.2010 13:15:36 ;46,22;7,04;49,8;742;25,6;;;;;;;;;;;;;;
17.03.2010 13:20:55 ;46,31;6,99;50,4;717;;;;;;;;;;;;;;;
17.03.2010 13:26:15 ;46,4;7,02;49,9;718;;;;;;;;;;;;;;;
17.03.2010 13:31:34 ;46,49;7,04;50;712;25,0;;;;;;;;;;;;;;
17.03.2010 13:36:54 ;46,58;7,02;50,2;706;25,0;;;;;;;;;;;;;;
17.03.2010 13:42:13 ;46,66;7;49,6;716;25,0;;;;;;;;;;;;;;
17.03.2010 13:47:32 ;46,75;7,01;49,9;712;25,0;;;;;;;;;;;;;;
17.03.2010 13:52:51 ;46,84;6,98;49,3;717;25,0;;;;;;;;;;;;;;
17.03.2010 13:58:11 ;46,93;7,05;50,3;712;25,0;;;;;;;;;;;;;;
17.03.2010 14:03:30 ;47,02;7,02;49,9;740;;;;;;;;;;;;;;;
17.03.2010 14:08:49 ;47,11;7,02;49,7;733;;;;;;;;;;;;;;;
17.03.2010 14:14:08 ;47,2;7,02;50,4;730;;;;;;;;;;;;;;;
17.03.2010 14:19:27 ;47,28;7,03;50,4;737;;;;;;;;;;;;;;;
17.03.2010 14:24:47 ;47,37;7,01;50,3;730;;;;;;;;;;;;;;;
17.03.2010 14:30:06 ;47,46;7,02;50,5;704;;;;;;;;;;;;;;;
17.03.2010 14:35:25 ;47,55;7,04;50,6;697;24,8;;;;;;;;;;;;;;
17.03.2010 14:40:44 ;47,64;7,04;49,9;709;24,8;;;;;;;;;;;;;;
17.03.2010 14:46:04 ;47,73;7,04;49,7;706;24,8;;;;;;;;;;;;;;
17.03.2010 14:51:23 ;47,82;7,03;49,8;709;24,8;;;;;;;;;;;;;;
17.03.2010 14:56:42 ;47,91;7,03;49,7;706;24,8;;;;;;;;;;;;;;
17.03.2010 15:02:01 ;47,99;7,04;50,4;694;25,0;;;;;;;;;;;;;;
17.03.2010 15:07:21 ;48,08;7,02;49,7;706;25,0;;;;;;;;;;;;;;
17.03.2010 15:12:40 ;48,17;7;49,8;725;25,0;;;;;;;;;;;;;;
17.03.2010 15:18:00 ;48,26;7,02;50,2;728;;;;;;;;;;;;;;;
17.03.2010 15:23:19 ;48,35;7,03;50,3;700;;;;;;;;;;;;;;;
17.03.2010 15:28:38 ;48,44;6,99;50,2;699;;;;;;;;;;;;;;;
17.03.2010 15:33:57 ;48,53;7,02;50,2;698;24,7;;;;;;;;;;;;;;
17.03.2010 15:39:17 ;48,62;7,01;49,8;699;24,7;;;;;;;;;;;;;;
17.03.2010 15:44:36 ;48,7;7,01;50,2;691;24,7;;;;;;;;;;;;;;
17.03.2010 15:49:55 ;48,79;7;50,2;694;24,7;;;;;;;;;;;;;;
17.03.2010 15:55:15 ;48,88;7,03;50;690;24,7;;;;;;;;;;;;;;
17.03.2010 16:00:34 ;48,97;7,02;50;690;24,7;;;;;;;;;;;;;;
17.03.2010 16:05:53 ;49,06;7,03;49,5;722;24,7;;;;;;;;;;;;;;
17.03.2010 16:11:12 ;49,15;6,99;50,4;718;24,7;;;;;;;;;;;;;;
17.03.2010 16:16:33 ;49,24;7,02;49,9;715;;;;;;;;;;;;;;;
17.03.2010 16:21:52 ;49,32;7;50,2;716;;;;;;;;;;;;;;;
17.03.2010 16:27:11 ;49,41;6,99;49,6;718;;;;;;;;;;;;;;;
17.03.2010 16:32:30 ;49,5;7,02;50,4;715;;;;;;;;;;;;;;;
17.03.2010 16:37:49 ;49,59;7,05;50,5;704;;;;;;;;;;;;;;;
17.03.2010 16:43:09 ;49,68;7;49,9;715;;;;;;;;;;;;;;;
17.03.2010 16:48:28 ;49,77;6,98;50,2;689;24,2;;;;;;;;;;;;;;
17.03.2010 16:53:47 ;49,86;7;49,9;686;24,2;;;;;;;;;;;;;;
17.03.2010 16:59:06 ;49,95;6,98;50,8;689;24,2;;;;;;;;;;;;;;
17.03.2010 17:04:26 ;50,03;7,06;49,9;685;24,5;;;;;;;;;;;;;;
17.03.2010 17:09:45 ;50,12;6,99;50,2;689;24,5;;;;;;;;;;;;;;
17.03.2010 17:15:04 ;50,21;7,03;49,6;715;;;;;;;;;;;;;;;
17.03.2010 17:20:23 ;50,3;7,02;50,8;698;;;;;;;;;;;;;;;
17.03.2010 17:25:42 ;50,39;7;50;688;;;;;;;;;;;;;;;
17.03.2010 17:31:02 ;50,48;7,02;50,3;680;24,2;;;;;;;;;;;;;;
17.03.2010 17:36:21 ;50,57;7,01;50,6;680;24,2;;;;;;;;;;;;;;
17.03.2010 17:41:40 ;50,65;6,99;50;678;24,2;;;;;;;;;;;;;;
17.03.2010 17:46:59 ;50,74;7,03;50;681;24,4;;;;;;;;;;;;;;
17.03.2010 17:52:19 ;50,83;7,02;50,1;680;24,4;;;;;;;;;;;;;;
17.03.2010 17:57:38 ;50,92;6,92;50,5;676;24,4;;;;;;;;;;;;;;
17.03.2010 18:02:57 ;51,01;7,04;50,3;694;;;;;;;;;;;;;;;
17.03.2010 18:08:16 ;51,1;7;50,1;687;;;;;;;;;;;;;;;
17.03.2010 18:13:35 ;51,19;6,99;49,9;682;;;;;;;;;;;;;;;
17.03.2010 18:18:55 ;51,28;6,95;49,9;688;;;;;;;;;;;;;;;
17.03.2010 18:24:14 ;51,36;7,03;50,1;657;;;;;;;;;;;;;;;
17.03.2010 18:29:33 ;51,45;7,01;50,5;652;24,1;;;;;;;;;;;;;;
17.03.2010 18:34:52 ;51,54;7,02;49,8;653;24,1;;;;;;;;;;;;;;
17.03.2010 18:40:12 ;51,63;6,97;50,8;645;24,1;;;;;;;;;;;;;;
17.03.2010 18:45:31 ;51,72;7,05;50,5;647;24,1;;;;;;;;;;;;;;
17.03.2010 18:50:50 ;51,81;7,03;50,3;652;24,0;;;;;;;;;;;;;;
17.03.2010 18:56:09 ;51,9;7,03;50,2;647;24,0;;;;;;;;;;;;;;
17.03.2010 19:01:29 ;51,98;7,03;50;649;24,3;;;;;;;;;;;;;;
17.03.2010 19:06:48 ;52,07;7,02;49,6;669;24,3;;;;;;;;;;;;;;
17.03.2010 19:12:07 ;52,16;7,06;50;641;24,5;;;;;;;;;;;;;;
17.03.2010 19:17:27 ;52,25;7,04;49,6;651;24,3;;;;;;;;;;;;;;
17.03.2010 19:22:46 ;52,34;6,96;50,5;627;24,3;;;;;;;;;;;;;;
17.03.2010 19:28:05 ;52,43;7,02;49,6;639;24,2;;;;;;;;;;;;;;
17.03.2010 19:33:24 ;52,52;7,01;51,3;627;23,7;;;;;;;;;;;;;;
17.03.2010 19:38:44 ;52,61;6,99;50;638;23,7;;;;;;;;;;;;;;
17.03.2010 19:44:03 ;52,69;6,98;50,7;636;23,7;;;;;;;;;;;;;;
17.03.2010 19:49:23 ;52,78;6,96;49,9;642;23,7;;;;;;;;;;;;;;
17.03.2010 19:54:43 ;52,87;7,05;50,1;636;23,7;;;;;;;;;;;;;;
17.03.2010 20:00:02 ;52,96;7,05;49,7;648;23,4;;;;;;;;;;;;;;
17.03.2010 20:05:21 ;53,05;7,01;50,6;653;23,4;;;;;;;;;;;;;;
17.03.2010 20:10:40 ;53,14;7,02;49,9;647;23,4;;;;;;;;;;;;;;
17.03.2010 20:16:00 ;53,23;6,99;50,3;647;;;;;;;;;;;;;;;
17.03.2010 20:21:19 ;53,32;7,06;50,7;646;;;;;;;;;;;;;;;
17.03.2010 20:26:38 ;53,4;7,02;49,9;645;;;;;;;;;;;;;;;
17.03.2010 20:31:57 ;53,49;7,02;50,3;623;;;;;;;;;;;;;;;
17.03.2010 20:37:16 ;53,58;6,99;49,6;618;;;;;;;;;;;;;;;
17.03.2010 20:42:36 ;53,67;7,02;50,1;609;;;;;;;;;;;;;;;
17.03.2010 20:47:55 ;53,76;7,03;49,9;621;22,3;;;;;;;;;;;;;;
17.03.2010 20:53:14 ;53,85;6,98;49,8;614;22,3;;;;;;;;;;;;;;
17.03.2010 20:58:33 ;53,94;7,04;49,1;634;22,6;;;;;;;;;;;;;;
17.03.2010 21:03:53 ;54,02;7,05;50,1;603;22,6;;;;;;;;;;;;;;
17.03.2010 21:09:12 ;54,11;7,01;49,9;609;22,6;;;;;;;;;;;;;;
17.03.2010 21:14:31 ;54,2;7,04;49,6;631;;;;;;;;;;;;;;;
17.03.2010 21:19:50 ;54,29;7,02;49,2;613;;;;;;;;;;;;;;;
17.03.2010 21:25:10 ;54,38;7,05;50,1;605;;;;;;;;;;;;;;;
17.03.2010 21:30:29 ;54,47;7,01;49,4;619;22,2;;;;;;;;;;;;;;
17.03.2010 21:35:48 ;54,56;7;50,2;600;22,2;;;;;;;;;;;;;;
17.03.2010 21:41:07 ;54,65;7,02;49,3;604;22,2;;;;;;;;;;;;;;
17.03.2010 21:46:27 ;54,73;7,01;50,2;587;22,2;;;;;;;;;;;;;;
17.03.2010 21:51:46 ;54,82;7,03;50,2;601;22,2;;;;;;;;;;;;;;
17.03.2010 21:57:05 ;54,91;7,03;50,1;596;22,2;;;;;;;;;;;;;;
17.03.2010 22:02:24 ;55;6,98;50,2;614;22,5;;;;;;;;;;;;;;
17.03.2010 22:07:43 ;55,09;7,04;49,3;617;22,5;;;;;;;;;;;;;;
17.03.2010 22:13:03 ;55,18;7,03;50,1;612;;;;;;;;;;;;;;;
17.03.2010 22:18:22 ;55,27;7,03;51,5;587;;;;;;;;;;;;;;;
17.03.2010 22:23:41 ;55,35;6,97;49,6;593;;;;;;;;;;;;;;;
17.03.2010 22:29:00 ;55,44;7,03;50,3;585;21,7;;;;;;;;;;;;;;
17.03.2010 22:34:20 ;55,53;7,02;50,1;586;21,7;;;;;;;;;;;;;;
17.03.2010 22:39:39 ;55,62;6,99;49,3;600;21,7;;;;;;;;;;;;;;
17.03.2010 22:44:58 ;55,71;7,04;50,1;582;21,9;;;;;;;;;;;;;;
17.03.2010 22:50:17 ;55,8;7;49,8;594;21,9;;;;;;;;;;;;;;
17.03.2010 22:55:37 ;55,89;7;50,8;578;21,9;;;;;;;;;;;;;;
17.03.2010 23:00:56 ;55,98;7,04;50,5;576;21,9;;;;;;;;;;;;;;
17.03.2010 23:06:15 ;56,06;7,03;50,5;572;21,9;;;;;;;;;;;;;;
17.03.2010 23:11:34 ;56,15;6,97;49,5;613;21,9;;;;;;;;;;;;;;
17.03.2010 23:16:53 ;56,24;7,04;50,8;591;;;;;;;;;;;;;;;
17.03.2010 23:22:13 ;56,33;7,02;51,8;570;;;;;;;;;;;;;;;
17.03.2010 23:27:32 ;56,42;7,01;49,9;581;22,4;;;;;;;;;;;;;;
17.03.2010 23:32:51 ;56,51;7,06;50;600;22,4;;;;;;;;;;;;;;
17.03.2010 23:38:10 ;56,6;7,03;49,7;599;22,4;;;;;;;;;;;;;;
17.03.2010 23:43:30 ;56,69;7,03;47,8;604;21,5;;;;;;;;;;;;;;
17.03.2010 23:48:49 ;56,77;7,04;50,2;592;21,5;;;;;;;;;;;;;;
17.03.2010 23:54:08 ;56,86;7,01;49,7;575;21,5;;;;;;;;;;;;;;
17.03.2010 23:59:27 ;56,95;7,03;50;568;21,8;;;;;;;;;;;;;;
18.03.2010 00:04:47 ;57,04;7,04;50,4;583;21,8;;;;;;;;;;;;;;
18.03.2010 00:10:06 ;57,13;7,01;49,8;606;21,8;;;;;;;;;;;;;;
18.03.2010 00:15:25 ;57,22;7,03;49;611;;;;;;;;;;;;;;;
18.03.2010 00:20:44 ;57,31;6,95;50,9;589;;;;;;;;;;;;;;;
18.03.2010 00:26:03 ;57,39;7,01;50,1;596;;;;;;;;;;;;;;;
18.03.2010 00:31:23 ;57,48;7,01;49,8;602;;;;;;;;;;;;;;;
18.03.2010 00:36:42 ;57,57;6,99;49,9;601;;;;;;;;;;;;;;;
18.03.2010 00:42:01 ;57,66;7;52,4;577;;;;;;;;;;;;;;;
18.03.2010 00:47:20 ;57,75;7,03;50;577;;;;;;;;;;;;;;;
18.03.2010 00:52:40 ;57,84;7;50;587;;;;;;;;;;;;;;;
18.03.2010 00:57:59 ;57,93;6,97;49,8;563;21,8;;;;;;;;;;;;;;
18.03.2010 01:03:18 ;58,02;7,03;50,5;568;21,8;;;;;;;;;;;;;;
18.03.2010 01:08:37 ;58,1;7,01;50,4;575;21,8;;;;;;;;;;;;;;
18.03.2010 01:13:57 ;58,19;7,06;50,3;566;22,4;;;;;;;;;;;;;;
18.03.2010 01:19:16 ;58,28;6,97;50;591;22,4;;;;;;;;;;;;;;
18.03.2010 01:24:35 ;58,37;7,06;49,6;596;22,4;;;;;;;;;;;;;;
18.03.2010 01:29:54 ;58,46;7;49,4;584;21,2;;;;;;;;;;;;;;
18.03.2010 01:35:13 ;58,55;7,01;50,1;559;21,2;;;;;;;;;;;;;;
18.03.2010 01:40:33 ;58,64;7,03;48,9;586;21,2;;;;;;;;;;;;;;
18.03.2010 01:45:52 ;58,72;7,02;50;564;22,0;;;;;;;;;;;;;;
18.03.2010 01:51:11 ;58,81;6,98;49,7;567;22,0;;;;;;;;;;;;;;
18.03.2010 01:56:31 ;58,9;7,02;49,6;570;21,8;;;;;;;;;;;;;;
18.03.2010 02:01:50 ;58,99;6,97;50,8;562;21,8;;;;;;;;;;;;;;
18.03.2010 02:07:09 ;59,08;6,94;49,6;583;21,8;;;;;;;;;;;;;;
18.03.2010 02:12:28 ;59,17;6,99;51,6;566;21,8;;;;;;;;;;;;;;
18.03.2010 02:17:47 ;59,26;7,04;50,2;570;21,8;;;;;;;;;;;;;;
18.03.2010 02:23:07 ;59,35;7,06;50,2;568;21,8;;;;;;;;;;;;;;
18.03.2010 02:28:26 ;59,43;7,05;50,2;571;22,1;;;;;;;;;;;;;;
18.03.2010 02:33:45 ;59,52;7,06;50,1;559;22,1;;;;;;;;;;;;;;
18.03.2010 02:39:04 ;59,61;7,01;50,7;569;22,1;;;;;;;;;;;;;;
18.03.2010 02:44:24 ;59,7;7,04;49,8;571;21,8;;;;;;;;;;;;;;
18.03.2010 02:49:43 ;59,79;6,96;50,8;562;21,7;;;;;;;;;;;;;;
18.03.2010 02:55:02 ;59,88;7,05;50,9;552;21,7;;;;;;;;;;;;;;
18.03.2010 03:00:21 ;59,97;7,01;48,8;568;21,4;;;;;;;;;;;;;;
18.03.2010 03:05:41 ;60,05;6,98;50,8;563;21,4;;;;;;;;;;;;;;
18.03.2010 03:11:00 ;60,14;7,04;50,8;562;21,7;;;;;;;;;;;;;;
18.03.2010 03:16:19 ;60,23;7,03;49,8;570;21,7;;;;;;;;;;;;;;
18.03.2010 03:21:38 ;60,32;7,04;49,9;573;21,7;;;;;;;;;;;;;;
18.03.2010 03:26:58 ;60,41;7,04;50,2;565;21,7;;;;;;;;;;;;;;
18.03.2010 03:32:17 ;60,5;7,04;50,3;568;21,7;;;;;;;;;;;;;;
18.03.2010 03:37:36 ;60,59;7,01;49,7;569;21,7;;;;;;;;;;;;;;
18.03.2010 03:42:55 ;60,68;7,03;50,5;566;22,0;;;;;;;;;;;;;;
18.03.2010 03:48:15 ;60,76;7,01;50;555;22,0;;;;;;;;;;;;;;
18.03.2010 03:53:34 ;60,85;7,01;49,9;565;22,0;;;;;;;;;;;;;;
18.03.2010 03:58:53 ;60,94;7,02;50;562;22,0;;;;;;;;;;;;;;
18.03.2010 04:04:12 ;61,03;6,98;49,8;589;22,0;;;;;;;;;;;;;;
18.03.2010 04:09:32 ;61,12;7,01;50;554;22,0;;;;;;;;;;;;;;
18.03.2010 04:14:51 ;61,21;7,05;49;588;22,0;;;;;;;;;;;;;;
18.03.2010 04:20:10 ;61,3;7;47,9;591;22,0;;;;;;;;;;;;;;
18.03.2010 04:25:30 ;61,39;7,01;49,8;557;21,7;;;;;;;;;;;;;;
18.03.2010 04:30:50 ;61,47;7,01;50,3;563;21,7;;;;;;;;;;;;;;
18.03.2010 04:36:09 ;61,56;7,05;49,6;562;21,7;;;;;;;;;;;;;;
18.03.2010 04:41:28 ;61,65;7,01;49,5;567;21,7;;;;;;;;;;;;;;
18.03.2010 04:46:47 ;61,74;7,06;50,2;564;21,6;;;;;;;;;;;;;;
18.03.2010 04:52:06 ;61,83;7,04;49,8;560;21,6;;;;;;;;;;;;;;
18.03.2010 04:57:26 ;61,92;7,03;49,6;572;21,6;;;;;;;;;;;;;;
18.03.2010 05:02:45 ;62,01;7;49,6;564;21,6;;;;;;;;;;;;;;
18.03.2010 05:08:04 ;62,09;7;50,1;563;21,6;;;;;;;;;;;;;;
18.03.2010 05:13:23 ;62,18;7,01;48,7;586;21,9;;;;;;;;;;;;;;
18.03.2010 05:18:43 ;62,27;7,03;50,7;559;21,9;;;;;;;;;;;;;;
18.03.2010 05:24:02 ;62,36;7,02;49,5;565;21,9;;;;;;;;;;;;;;
18.03.2010 05:29:21 ;62,45;7,01;50;555;21,6;;;;;;;;;;;;;;
18.03.2010 05:34:40 ;62,54;6,95;50,2;558;21,6;;;;;;;;;;;;;;
18.03.2010 05:40:00 ;62,63;7,02;50,4;550;21,6;;;;;;;;;;;;;;
18.03.2010 05:45:19 ;62,72;7,05;48,8;580;21,6;;;;;;;;;;;;;;
18.03.2010 05:50:38 ;62,8;7,02;50,8;553;21,6;;;;;;;;;;;;;;
18.03.2010 05:55:57 ;62,89;7;50,4;556;21,9;;;;;;;;;;;;;;
18.03.2010 06:01:16 ;62,98;6,94;50,2;560;21,9;;;;;;;;;;;;;;
18.03.2010 06:06:36 ;63,07;6,96;50,1;568;21,9;;;;;;;;;;;;;;
18.03.2010 06:11:55 ;63,16;7,04;50,1;571;22,2;;;;;;;;;;;;;;
18.03.2010 06:17:14 ;63,25;7,02;49,9;571;22,2;;;;;;;;;;;;;;
18.03.2010 06:22:33 ;63,34;7;49,8;560;22,2;;;;;;;;;;;;;;
18.03.2010 06:27:53 ;63,42;7,06;50,6;568;22,1;;;;;;;;;;;;;;
18.03.2010 06:33:12 ;63,51;7,04;50;565;22,1;;;;;;;;;;;;;;
18.03.2010 06:38:31 ;63,6;6,99;50,7;552;22,1;;;;;;;;;;;;;;
18.03.2010 06:43:50 ;63,69;6,98;49,3;569;21,8;;;;;;;;;;;;;;
18.03.2010 06:49:10 ;63,78;7,08;50,1;566;21,8;;;;;;;;;;;;;;
18.03.2010 06:54:29 ;63,87;7,04;49,7;554;21,9;;;;;;;;;;;;;;
18.03.2010 06:59:48 ;63,96;7,03;50,2;560;21,9;;;;;;;;;;;;;;
18.03.2010 07:05:07 ;64,05;7,04;50,1;564;21,9;;;;;;;;;;;;;;
18.03.2010 07:10:27 ;64,13;7,02;50,4;558;21,8;;;;;;;;;;;;;;
18.03.2010 07:15:46 ;64,22;7,02;50,4;564;21,8;;;;;;;;;;;;;;
18.03.2010 07:21:05 ;64,31;7,06;50,4;562;21,8;;;;;;;;;;;;;;
18.03.2010 07:26:24 ;64,4;6,98;50,1;568;21,6;;;;;;;;;;;;;;
18.03.2010 07:31:44 ;64,49;6,95;53,5;560;21,6;;;;;;;;;;;;;;
18.03.2010 07:37:04 ;64,58;7,06;50,5;561;21,6;;;;;;;;;;;;;;
18.03.2010 07:42:23 ;64,67;7,04;50,7;567;21,5;;;;;;;;;;;;;;
18.03.2010 07:47:42 ;64,76;7,01;50,7;559;21,5;;;;;;;;;;;;;;
18.03.2010 07:53:01 ;64,84;6,92;50,4;555;21,5;;;;;;;;;;;;;;
18.03.2010 07:58:21 ;64,93;7,04;50,1;554;21,8;;;;;;;;;;;;;;
18.03.2010 08:03:40 ;65,02;7,04;51,4;535;21,8;;;;;;;;;;;;;;
18.03.2010 08:08:59 ;65,11;7;49,9;556;21,8;;;;;;;;;;;;;;
18.03.2010 08:14:18 ;65,2;7,02;50,4;557;21,8;;;;;;;;;;;;;;
18.03.2010 08:19:38 ;65,29;7,07;50,6;558;21,8;;;;;;;;;;;;;;
18.03.2010 08:24:57 ;65,38;6,98;50,3;548;21,5;;;;;;;;;;;;;;
18.03.2010 08:30:16 ;65,46;7,06;50,5;553;21,5;;;;;;;;;;;;;;
18.03.2010 08:35:35 ;65,55;7,07;49,9;578;21,4;;;;;;;;;;;;;;
18.03.2010 08:40:54 ;65,64;6,98;50;571;;;;;;;;;;;;;;;
18.03.2010 08:46:14 ;65,73;6,98;50,7;582;;;;;;;;;;;;;;;
18.03.2010 08:51:33 ;65,82;7,01;50,8;564;;;;;;;;;;;;;;;
18.03.2010 08:56:52 ;65,91;7,01;50,4;555;21,6;;;;;;;;;;;;;;
18.03.2010 09:02:11 ;66;6,97;50,7;550;21,6;;;;;;;;;;;;;;
18.03.2010 09:07:31 ;66,09;7,09;50;564;21,6;;;;;;;;;;;;;;
18.03.2010 09:12:50 ;66,17;7,03;50,6;558;21,0;;;;;;;;;;;;;;
18.03.2010 09:18:09 ;66,26;6,95;50,6;557;21,0;;;;;;;;;;;;;;
18.03.2010 09:23:28 ;66,35;7;50,1;552;21,4;;;;;;;;;;;;;;
18.03.2010 09:28:48 ;66,44;7,05;50;564;21,4;;;;;;;;;;;;;;
18.03.2010 09:34:07 ;66,53;6,99;50,4;552;21,4;;;;;;;;;;;;;;
18.03.2010 09:39:26 ;66,62;7,03;50,4;549;21,3;;;;;;;;;;;;;;
18.03.2010 09:44:45 ;66,71;7;50,4;552;21,3;;;;;;;;;;;;;;
18.03.2010 09:50:04 ;66,79;7,02;49,7;560;21,3;;;;;;;;;;;;;;
18.03.2010 09:55:24 ;66,88;7,04;50,1;553;21,9;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
